Domain,Element,Area Code,Area,Element Code,Item,Year,Value (in thousands)
Value of Agricultural Production,Gross Production Value,156,New Zealand,55,Blueberries,1990,"$14,376.00"
Value of Agricultural Production,Gross Production Value,156,New Zealand,55,Blueberries,1991,"$14,026.00"
Value of Agricultural Production,Gross Production Value,156,New Zealand,55,Blueberries,1992,"$14,026.00"
Value of Agricultural Production,Gross Production Value,156,New Zealand,55,Blueberries,1993,"$15,545.00"
Value of Agricultural Production,Gross Production Value,156,New Zealand,55,Blueberries,1994,"$17,532.00"
Value of Agricultural Production,Gross Production Value,156,New Zealand,55,Blueberries,1995,"$18,619.00"
Value of Agricultural Production,Gross Production Value,156,New Zealand,55,Blueberries,1996,"$14,026.00"
Value of Agricultural Production,Gross Production Value,156,New Zealand,55,Blueberries,1997,"$11,688.00"
Value of Agricultural Production,Gross Production Value,156,New Zealand,55,Blueberries,1998,"$14,341.00"
Value of Agricultural Production,Gross Production Value,156,New Zealand,55,Blueberries,1999,"$12,857.00"
Value of Agricultural Production,Gross Production Value,156,New Zealand,55,Blueberries,2000,"$17,532.00"
Value of Agricultural Production,Gross Production Value,156,New Zealand,55,Blueberries,2001,"$19,262.00"
Value of Agricultural Production,Gross Production Value,156,New Zealand,55,Blueberries,2002,"$25,117.00"
Value of Agricultural Production,Gross Production Value,156,New Zealand,55,Blueberries,2003,"$25,351.00"
Value of Agricultural Production,Gross Production Value,156,New Zealand,55,Blueberries,2004,"$23,376.00"
Value of Agricultural Production,Gross Production Value,156,New Zealand,55,Blueberries,2005,"$32,376.00"
Value of Agricultural Production,Gross Production Value,156,New Zealand,55,Blueberries,2006,"$29,676.00"
Value of Agricultural Production,Gross Production Value,156,New Zealand,55,Blueberries,2007,"$29,874.00"
Value of Agricultural Production,Gross Production Value,156,New Zealand,55,Blueberries,2008,"$26,298.00"
Value of Agricultural Production,Gross Production Value,156,New Zealand,55,Blueberries,2009,"$31,557.00"
Value of Agricultural Production,Gross Production Value,156,New Zealand,55,Blueberries,2010,"$30,985.00"
Value of Agricultural Production,Gross Production Value,156,New Zealand,55,Blueberries,2011,"$30,728.00"
Value of Agricultural Production,Gross Production Value,156,New Zealand,55,Blueberries,2012,"$30,389.00"
Value of Agricultural Production,Gross Production Value,156,New Zealand,55,Blueberries,2013,"$32,539.00"
Value of Agricultural Production,Gross Production Value,156,New Zealand,55,Blueberries,2014,"$35,064.00"
Value of Agricultural Production,Gross Production Value,156,New Zealand,55,Blueberries,2015,"$35,216.00"
Value of Agricultural Production,Gross Production Value,156,New Zealand,55,Blueberries,2016,"$35,917.00"
Value of Agricultural Production,Gross Production Value,156,New Zealand,55,Blueberries,2017,"$35,403.00"
Value of Agricultural Production,Gross Production Value,156,New Zealand,55,Blueberries,2018,"$38,640.00"
Value of Agricultural Production,Gross Production Value,156,New Zealand,55,Blueberries,2019,"$42,544.00"
Value of Agricultural Production,Gross Production Value,156,New Zealand,55,Blueberries,2020,"$42,801.00"
Value of Agricultural Production,Gross Production Value,156,New Zealand,57,Blueberries,1991,"$3,455.00"
Value of Agricultural Production,Gross Production Value,156,New Zealand,57,Blueberries,1992,"$3,479.00"
Value of Agricultural Production,Gross Production Value,156,New Zealand,57,Blueberries,1993,"$4,054.00"
Value of Agricultural Production,Gross Production Value,156,New Zealand,57,Blueberries,1994,"$5,266.00"
Value of Agricultural Production,Gross Production Value,156,New Zealand,57,Blueberries,1995,"$6,596.00"
Value of Agricultural Production,Gross Production Value,156,New Zealand,57,Blueberries,1996,"$5,298.00"
Value of Agricultural Production,Gross Production Value,156,New Zealand,57,Blueberries,1997,"$3,765.00"
Value of Agricultural Production,Gross Production Value,156,New Zealand,57,Blueberries,1998,"$3,229.00"
Value of Agricultural Production,Gross Production Value,156,New Zealand,57,Blueberries,1999,"$3,030.00"
Value of Agricultural Production,Gross Production Value,156,New Zealand,57,Blueberries,2000,"$3,800.00"
Value of Agricultural Production,Gross Production Value,156,New Zealand,57,Blueberries,2001,"$4,045.00"
Value of Agricultural Production,Gross Production Value,156,New Zealand,57,Blueberries,2002,"$5,994.00"
Value of Agricultural Production,Gross Production Value,156,New Zealand,57,Blueberries,2003,"$7,859.00"
Value of Agricultural Production,Gross Production Value,156,New Zealand,57,Blueberries,2004,"$8,282.00"
Value of Agricultural Production,Gross Production Value,156,New Zealand,57,Blueberries,2005,"$12,577.00"
Value of Agricultural Production,Gross Production Value,156,New Zealand,57,Blueberries,2006,"$11,044.00"
Value of Agricultural Production,Gross Production Value,156,New Zealand,57,Blueberries,2007,"$13,402.00"
Value of Agricultural Production,Gross Production Value,156,New Zealand,57,Blueberries,2008,"$14,708.00"
Value of Agricultural Production,Gross Production Value,156,New Zealand,57,Blueberries,2009,"$17,203.00"
Value of Agricultural Production,Gross Production Value,156,New Zealand,57,Blueberries,2010,"$21,211.00"
Value of Agricultural Production,Gross Production Value,156,New Zealand,57,Blueberries,2011,"$25,071.00"
Value of Agricultural Production,Gross Production Value,156,New Zealand,57,Blueberries,2012,"$23,848.00"
Value of Agricultural Production,Gross Production Value,156,New Zealand,57,Blueberries,2013,"$28,581.00"
Value of Agricultural Production,Gross Production Value,156,New Zealand,57,Blueberries,2014,"$31,634.00"
Value of Agricultural Production,Gross Production Value,156,New Zealand,57,Blueberries,2015,"$23,142.00"
Value of Agricultural Production,Gross Production Value,156,New Zealand,57,Blueberries,2016,"$24,257.00"
Value of Agricultural Production,Gross Production Value,156,New Zealand,57,Blueberries,2017,"$29,024.00"
Value of Agricultural Production,Gross Production Value,156,New Zealand,57,Blueberries,2018,"$32,370.00"
Value of Agricultural Production,Gross Production Value,156,New Zealand,57,Blueberries,2019,"$35,702.00"
Value of Agricultural Production,Gross Production Value,156,New Zealand,57,Blueberries,2020,"$37,104.00"
Value of Agricultural Production,Gross Production Value,156,New Zealand,58,Blueberries,1972,$9.00
Value of Agricultural Production,Gross Production Value,156,New Zealand,58,Blueberries,1973,$26.00
Value of Agricultural Production,Gross Production Value,156,New Zealand,58,Blueberries,1974,$70.00
Value of Agricultural Production,Gross Production Value,156,New Zealand,58,Blueberries,1975,$9.00
Value of Agricultural Production,Gross Production Value,156,New Zealand,58,Blueberries,1976,$35.00
Value of Agricultural Production,Gross Production Value,156,New Zealand,58,Blueberries,1977,$44.00
Value of Agricultural Production,Gross Production Value,156,New Zealand,58,Blueberries,1978,$61.00
Value of Agricultural Production,Gross Production Value,156,New Zealand,58,Blueberries,1979,$157.00
Value of Agricultural Production,Gross Production Value,156,New Zealand,58,Blueberries,1980,$157.00
Value of Agricultural Production,Gross Production Value,156,New Zealand,58,Blueberries,1981,$287.00
Value of Agricultural Production,Gross Production Value,156,New Zealand,58,Blueberries,1982,$435.00
Value of Agricultural Production,Gross Production Value,156,New Zealand,58,Blueberries,1983,$871.00
Value of Agricultural Production,Gross Production Value,156,New Zealand,58,Blueberries,1984,"$1,306.00"
Value of Agricultural Production,Gross Production Value,156,New Zealand,58,Blueberries,1985,"$3,047.00"
Value of Agricultural Production,Gross Production Value,156,New Zealand,58,Blueberries,1986,"$4,788.00"
Value of Agricultural Production,Gross Production Value,156,New Zealand,58,Blueberries,1987,"$6,094.00"
Value of Agricultural Production,Gross Production Value,156,New Zealand,58,Blueberries,1988,"$7,400.00"
Value of Agricultural Production,Gross Production Value,156,New Zealand,58,Blueberries,1989,"$8,193.00"
Value of Agricultural Production,Gross Production Value,156,New Zealand,58,Blueberries,1990,"$10,709.00"
Value of Agricultural Production,Gross Production Value,156,New Zealand,58,Blueberries,1991,"$10,448.00"
Value of Agricultural Production,Gross Production Value,156,New Zealand,58,Blueberries,1992,"$10,448.00"
Value of Agricultural Production,Gross Production Value,156,New Zealand,58,Blueberries,1993,"$11,579.00"
Value of Agricultural Production,Gross Production Value,156,New Zealand,58,Blueberries,1994,"$13,059.00"
Value of Agricultural Production,Gross Production Value,156,New Zealand,58,Blueberries,1995,"$13,869.00"
Value of Agricultural Production,Gross Production Value,156,New Zealand,58,Blueberries,1996,"$10,448.00"
Value of Agricultural Production,Gross Production Value,156,New Zealand,58,Blueberries,1997,"$8,706.00"
Value of Agricultural Production,Gross Production Value,156,New Zealand,58,Blueberries,1998,"$10,683.00"
Value of Agricultural Production,Gross Production Value,156,New Zealand,58,Blueberries,1999,"$9,577.00"
Value of Agricultural Production,Gross Production Value,156,New Zealand,58,Blueberries,2000,"$13,059.00"
Value of Agricultural Production,Gross Production Value,156,New Zealand,58,Blueberries,2001,"$14,348.00"
Value of Agricultural Production,Gross Production Value,156,New Zealand,58,Blueberries,2002,"$18,710.00"
Value of Agricultural Production,Gross Production Value,156,New Zealand,58,Blueberries,2003,"$18,884.00"
Value of Agricultural Production,Gross Production Value,156,New Zealand,58,Blueberries,2004,"$17,413.00"
Value of Agricultural Production,Gross Production Value,156,New Zealand,58,Blueberries,2005,"$24,116.00"
Value of Agricultural Production,Gross Production Value,156,New Zealand,58,Blueberries,2006,"$22,105.00"
Value of Agricultural Production,Gross Production Value,156,New Zealand,58,Blueberries,2007,"$22,253.00"
Value of Agricultural Production,Gross Production Value,156,New Zealand,58,Blueberries,2008,"$19,589.00"
Value of Agricultural Production,Gross Production Value,156,New Zealand,58,Blueberries,2009,"$23,507.00"
Value of Agricultural Production,Gross Production Value,156,New Zealand,58,Blueberries,2010,"$23,080.00"
Value of Agricultural Production,Gross Production Value,156,New Zealand,58,Blueberries,2011,"$22,889.00"
Value of Agricultural Production,Gross Production Value,156,New Zealand,58,Blueberries,2012,"$22,636.00"
Value of Agricultural Production,Gross Production Value,156,New Zealand,58,Blueberries,2013,"$24,238.00"
Value of Agricultural Production,Gross Production Value,156,New Zealand,58,Blueberries,2014,"$26,119.00"
Value of Agricultural Production,Gross Production Value,156,New Zealand,58,Blueberries,2015,"$26,232.00"
Value of Agricultural Production,Gross Production Value,156,New Zealand,58,Blueberries,2016,"$26,754.00"
Value of Agricultural Production,Gross Production Value,156,New Zealand,58,Blueberries,2017,"$26,371.00"
Value of Agricultural Production,Gross Production Value,156,New Zealand,58,Blueberries,2018,"$28,783.00"
Value of Agricultural Production,Gross Production Value,156,New Zealand,58,Blueberries,2019,"$31,691.00"
Value of Agricultural Production,Gross Production Value,156,New Zealand,58,Blueberries,2020,"$31,883.00"
Value of Agricultural Production,Gross Production Value,162,Norway,152,Blueberries,2003,$59.00
Value of Agricultural Production,Gross Production Value,162,Norway,152,Blueberries,2004,$77.00
Value of Agricultural Production,Gross Production Value,162,Norway,152,Blueberries,2005,$69.00
Value of Agricultural Production,Gross Production Value,162,Norway,152,Blueberries,2006,$134.00
Value of Agricultural Production,Gross Production Value,162,Norway,152,Blueberries,2007,$62.00
Value of Agricultural Production,Gross Production Value,162,Norway,152,Blueberries,2008,$59.00
Value of Agricultural Production,Gross Production Value,162,Norway,152,Blueberries,2009,$109.00
Value of Agricultural Production,Gross Production Value,162,Norway,152,Blueberries,2010,$144.00
Value of Agricultural Production,Gross Production Value,162,Norway,152,Blueberries,2011,$35.00
Value of Agricultural Production,Gross Production Value,162,Norway,152,Blueberries,2012,$87.00
Value of Agricultural Production,Gross Production Value,162,Norway,152,Blueberries,2013,$67.00
Value of Agricultural Production,Gross Production Value,162,Norway,152,Blueberries,2014,$7.00
Value of Agricultural Production,Gross Production Value,162,Norway,152,Blueberries,2015,$10.00
Value of Agricultural Production,Gross Production Value,162,Norway,152,Blueberries,2016,$22.00
Value of Agricultural Production,Gross Production Value,162,Norway,152,Blueberries,2017,$74.00
Value of Agricultural Production,Gross Production Value,162,Norway,152,Blueberries,2018,$64.00
Value of Agricultural Production,Gross Production Value,162,Norway,152,Blueberries,2019,$109.00
Value of Agricultural Production,Gross Production Value,162,Norway,152,Blueberries,2020,$79.00
Value of Agricultural Production,Gross Production Value,170,Peru,152,Blueberries,2010,$74.00
Value of Agricultural Production,Gross Production Value,170,Peru,152,Blueberries,2011,$792.00
Value of Agricultural Production,Gross Production Value,170,Peru,152,Blueberries,2012,"$1,386.00"
Value of Agricultural Production,Gross Production Value,170,Peru,152,Blueberries,2013,"$4,128.00"
Value of Agricultural Production,Gross Production Value,170,Peru,152,Blueberries,2014,"$6,186.00"
Value of Agricultural Production,Gross Production Value,170,Peru,152,Blueberries,2015,"$26,193.00"
Value of Agricultural Production,Gross Production Value,170,Peru,152,Blueberries,2016,"$56,860.00"
Value of Agricultural Production,Gross Production Value,170,Peru,152,Blueberries,2017,"$129,422.00"
Value of Agricultural Production,Gross Production Value,170,Peru,152,Blueberries,2018,"$234,601.00"
Value of Agricultural Production,Gross Production Value,170,Peru,152,Blueberries,2019,"$365,988.00"
Value of Agricultural Production,Gross Production Value,170,Peru,152,Blueberries,2020,"$446,163.00"
Value of Agricultural Production,Gross Production Value,173,Poland,152,Blueberries,1961,"$37,118.00"
Value of Agricultural Production,Gross Production Value,173,Poland,152,Blueberries,1962,"$24,746.00"
Value of Agricultural Production,Gross Production Value,173,Poland,152,Blueberries,1963,"$24,746.00"
Value of Agricultural Production,Gross Production Value,173,Poland,152,Blueberries,1964,"$34,644.00"
Value of Agricultural Production,Gross Production Value,173,Poland,152,Blueberries,1965,"$24,746.00"
Value of Agricultural Production,Gross Production Value,173,Poland,152,Blueberries,1966,"$32,169.00"
Value of Agricultural Production,Gross Production Value,173,Poland,152,Blueberries,1967,"$22,271.00"
Value of Agricultural Production,Gross Production Value,173,Poland,152,Blueberries,1968,"$24,746.00"
Value of Agricultural Production,Gross Production Value,173,Poland,152,Blueberries,1969,"$14,847.00"
Value of Agricultural Production,Gross Production Value,173,Poland,152,Blueberries,1970,"$14,847.00"
Value of Agricultural Production,Gross Production Value,173,Poland,152,Blueberries,1990,"$4,207.00"
Value of Agricultural Production,Gross Production Value,173,Poland,152,Blueberries,1991,"$8,661.00"
Value of Agricultural Production,Gross Production Value,173,Poland,152,Blueberries,1992,"$14,105.00"
Value of Agricultural Production,Gross Production Value,173,Poland,152,Blueberries,1993,"$19,054.00"
Value of Agricultural Production,Gross Production Value,173,Poland,152,Blueberries,1994,"$18,807.00"
Value of Agricultural Production,Gross Production Value,173,Poland,152,Blueberries,1995,"$28,210.00"
Value of Agricultural Production,Gross Production Value,173,Poland,152,Blueberries,1996,"$37,118.00"
Value of Agricultural Production,Gross Production Value,173,Poland,152,Blueberries,1997,"$35,881.00"
Value of Agricultural Production,Gross Production Value,173,Poland,152,Blueberries,1998,"$42,315.00"
Value of Agricultural Production,Gross Production Value,173,Poland,152,Blueberries,1999,"$50,729.00"
Value of Agricultural Production,Gross Production Value,173,Poland,152,Blueberries,2000,"$53,203.00"
Value of Agricultural Production,Gross Production Value,173,Poland,152,Blueberries,2001,"$74,237.00"
Value of Agricultural Production,Gross Production Value,173,Poland,152,Blueberries,2002,"$5,070.00"
Value of Agricultural Production,Gross Production Value,173,Poland,152,Blueberries,2003,"$8,488.00"
Value of Agricultural Production,Gross Production Value,173,Poland,152,Blueberries,2004,"$9,666.00"
Value of Agricultural Production,Gross Production Value,173,Poland,152,Blueberries,2005,"$11,477.00"
Value of Agricultural Production,Gross Production Value,173,Poland,152,Blueberries,2006,"$12,224.00"
Value of Agricultural Production,Gross Production Value,173,Poland,152,Blueberries,2007,"$12,932.00"
Value of Agricultural Production,Gross Production Value,173,Poland,152,Blueberries,2008,"$19,443.00"
Value of Agricultural Production,Gross Production Value,173,Poland,152,Blueberries,2009,"$27,277.00"
Value of Agricultural Production,Gross Production Value,173,Poland,152,Blueberries,2010,"$22,754.00"
Value of Agricultural Production,Gross Production Value,173,Poland,152,Blueberries,2011,"$21,269.00"
Value of Agricultural Production,Gross Production Value,173,Poland,152,Blueberries,2012,"$27,841.00"
Value of Agricultural Production,Gross Production Value,173,Poland,152,Blueberries,2013,"$31,504.00"
Value of Agricultural Production,Gross Production Value,173,Poland,152,Blueberries,2014,"$30,855.00"
Value of Agricultural Production,Gross Production Value,173,Poland,152,Blueberries,2015,"$34,921.00"
Value of Agricultural Production,Gross Production Value,173,Poland,152,Blueberries,2016,"$36,428.00"
Value of Agricultural Production,Gross Production Value,173,Poland,152,Blueberries,2017,"$40,442.00"
Value of Agricultural Production,Gross Production Value,173,Poland,152,Blueberries,2018,"$62,606.00"
Value of Agricultural Production,Gross Production Value,173,Poland,152,Blueberries,2019,"$86,040.00"
Value of Agricultural Production,Gross Production Value,173,Poland,152,Blueberries,2020,"$136,843.00"
Value of Agricultural Production,Gross Production Value,174,Portugal,152,Blueberries,2004,$247.00
Value of Agricultural Production,Gross Production Value,174,Portugal,152,Blueberries,2006,$495.00
Value of Agricultural Production,Gross Production Value,174,Portugal,152,Blueberries,2007,$495.00
Value of Agricultural Production,Gross Production Value,174,Portugal,152,Blueberries,2008,$544.00
Value of Agricultural Production,Gross Production Value,174,Portugal,152,Blueberries,2009,"$1,116.00"
Value of Agricultural Production,Gross Production Value,174,Portugal,152,Blueberries,2010,"$1,312.00"
Value of Agricultural Production,Gross Production Value,174,Portugal,152,Blueberries,2011,"$1,732.00"
Value of Agricultural Production,Gross Production Value,174,Portugal,152,Blueberries,2012,"$3,556.00"
Value of Agricultural Production,Gross Production Value,174,Portugal,152,Blueberries,2013,"$3,536.00"
Value of Agricultural Production,Gross Production Value,174,Portugal,152,Blueberries,2014,"$4,514.00"
Value of Agricultural Production,Gross Production Value,174,Portugal,152,Blueberries,2015,"$10,977.00"
Value of Agricultural Production,Gross Production Value,174,Portugal,152,Blueberries,2016,"$16,263.00"
Value of Agricultural Production,Gross Production Value,174,Portugal,152,Blueberries,2017,"$24,350.00"
Value of Agricultural Production,Gross Production Value,174,Portugal,152,Blueberries,2018,"$27,369.00"
Value of Agricultural Production,Gross Production Value,174,Portugal,152,Blueberries,2019,"$37,514.00"
Value of Agricultural Production,Gross Production Value,174,Portugal,152,Blueberries,2020,"$38,158.00"
Value of Agricultural Production,Gross Production Value,174,Portugal,56,Blueberries,2012,"$8,025.00"
Value of Agricultural Production,Gross Production Value,174,Portugal,56,Blueberries,2013,"$6,650.00"
Value of Agricultural Production,Gross Production Value,174,Portugal,56,Blueberries,2014,"$6,945.00"
Value of Agricultural Production,Gross Production Value,174,Portugal,56,Blueberries,2015,"$26,422.00"
Value of Agricultural Production,Gross Production Value,174,Portugal,56,Blueberries,2016,"$31,105.00"
Value of Agricultural Production,Gross Production Value,174,Portugal,56,Blueberries,2017,"$42,640.00"
Value of Agricultural Production,Gross Production Value,174,Portugal,56,Blueberries,2018,"$62,443.00"
Value of Agricultural Production,Gross Production Value,174,Portugal,56,Blueberries,2019,"$75,263.00"
Value of Agricultural Production,Gross Production Value,174,Portugal,56,Blueberries,2020,"$77,157.00"
Value of Agricultural Production,Gross Production Value,174,Portugal,55,Blueberries,2004,$483.00
Value of Agricultural Production,Gross Production Value,174,Portugal,55,Blueberries,2006,$966.00
Value of Agricultural Production,Gross Production Value,174,Portugal,55,Blueberries,2007,$966.00
Value of Agricultural Production,Gross Production Value,174,Portugal,55,Blueberries,2008,"$1,063.00"
Value of Agricultural Production,Gross Production Value,174,Portugal,55,Blueberries,2009,"$2,179.00"
Value of Agricultural Production,Gross Production Value,174,Portugal,55,Blueberries,2010,"$2,561.00"
Value of Agricultural Production,Gross Production Value,174,Portugal,55,Blueberries,2011,"$3,383.00"
Value of Agricultural Production,Gross Production Value,174,Portugal,55,Blueberries,2012,"$6,944.00"
Value of Agricultural Production,Gross Production Value,174,Portugal,55,Blueberries,2013,"$6,905.00"
Value of Agricultural Production,Gross Production Value,174,Portugal,55,Blueberries,2014,"$8,814.00"
Value of Agricultural Production,Gross Production Value,174,Portugal,55,Blueberries,2015,"$21,436.00"
Value of Agricultural Production,Gross Production Value,174,Portugal,55,Blueberries,2016,"$31,757.00"
Value of Agricultural Production,Gross Production Value,174,Portugal,55,Blueberries,2017,"$47,549.00"
Value of Agricultural Production,Gross Production Value,174,Portugal,55,Blueberries,2018,"$53,445.00"
Value of Agricultural Production,Gross Production Value,174,Portugal,55,Blueberries,2019,"$73,257.00"
Value of Agricultural Production,Gross Production Value,174,Portugal,55,Blueberries,2020,"$74,513.00"
Value of Agricultural Production,Gross Production Value,174,Portugal,57,Blueberries,2012,"$10,310.00"
Value of Agricultural Production,Gross Production Value,174,Portugal,57,Blueberries,2013,"$8,829.00"
Value of Agricultural Production,Gross Production Value,174,Portugal,57,Blueberries,2014,"$9,214.00"
Value of Agricultural Production,Gross Production Value,174,Portugal,57,Blueberries,2015,"$29,303.00"
Value of Agricultural Production,Gross Production Value,174,Portugal,57,Blueberries,2016,"$34,408.00"
Value of Agricultural Production,Gross Production Value,174,Portugal,57,Blueberries,2017,"$48,170.00"
Value of Agricultural Production,Gross Production Value,174,Portugal,57,Blueberries,2018,"$73,742.00"
Value of Agricultural Production,Gross Production Value,174,Portugal,57,Blueberries,2019,"$84,255.00"
Value of Agricultural Production,Gross Production Value,174,Portugal,57,Blueberries,2020,"$88,128.00"
Value of Agricultural Production,Gross Production Value,174,Portugal,58,Blueberries,2004,$563.00
Value of Agricultural Production,Gross Production Value,174,Portugal,58,Blueberries,2006,"$1,126.00"
Value of Agricultural Production,Gross Production Value,174,Portugal,58,Blueberries,2007,"$1,126.00"
Value of Agricultural Production,Gross Production Value,174,Portugal,58,Blueberries,2008,"$1,239.00"
Value of Agricultural Production,Gross Production Value,174,Portugal,58,Blueberries,2009,"$2,540.00"
Value of Agricultural Production,Gross Production Value,174,Portugal,58,Blueberries,2010,"$2,984.00"
Value of Agricultural Production,Gross Production Value,174,Portugal,58,Blueberries,2011,"$3,942.00"
Value of Agricultural Production,Gross Production Value,174,Portugal,58,Blueberries,2012,"$8,092.00"
Value of Agricultural Production,Gross Production Value,174,Portugal,58,Blueberries,2013,"$8,047.00"
Value of Agricultural Production,Gross Production Value,174,Portugal,58,Blueberries,2014,"$10,271.00"
Value of Agricultural Production,Gross Production Value,174,Portugal,58,Blueberries,2015,"$24,979.00"
Value of Agricultural Production,Gross Production Value,174,Portugal,58,Blueberries,2016,"$37,007.00"
Value of Agricultural Production,Gross Production Value,174,Portugal,58,Blueberries,2017,"$55,409.00"
Value of Agricultural Production,Gross Production Value,174,Portugal,58,Blueberries,2018,"$62,278.00"
Value of Agricultural Production,Gross Production Value,174,Portugal,58,Blueberries,2019,"$85,365.00"
Value of Agricultural Production,Gross Production Value,174,Portugal,58,Blueberries,2020,"$86,829.00"
Value of Agricultural Production,Gross Production Value,183,Romania,152,Blueberries,1992,"$1,237.00"
Value of Agricultural Production,Gross Production Value,183,Romania,152,Blueberries,1993,"$1,237.00"
Value of Agricultural Production,Gross Production Value,183,Romania,152,Blueberries,1994,"$1,237.00"
Value of Agricultural Production,Gross Production Value,183,Romania,152,Blueberries,1995,"$3,217.00"
Value of Agricultural Production,Gross Production Value,183,Romania,152,Blueberries,1996,"$4,702.00"
Value of Agricultural Production,Gross Production Value,183,Romania,152,Blueberries,1997,"$7,424.00"
Value of Agricultural Production,Gross Production Value,183,Romania,152,Blueberries,1998,"$6,186.00"
Value of Agricultural Production,Gross Production Value,183,Romania,152,Blueberries,1999,"$12,373.00"
Value of Agricultural Production,Gross Production Value,183,Romania,152,Blueberries,2000,"$9,898.00"
Value of Agricultural Production,Gross Production Value,183,Romania,152,Blueberries,2001,"$7,424.00"
Value of Agricultural Production,Gross Production Value,183,Romania,152,Blueberries,2002,"$6,186.00"
Value of Agricultural Production,Gross Production Value,183,Romania,152,Blueberries,2003,"$12,373.00"
Value of Agricultural Production,Gross Production Value,183,Romania,152,Blueberries,2004,"$3,464.00"
Value of Agricultural Production,Gross Production Value,183,Romania,152,Blueberries,2005,"$8,661.00"
Value of Agricultural Production,Gross Production Value,183,Romania,152,Blueberries,2006,"$4,949.00"
Value of Agricultural Production,Gross Production Value,183,Romania,152,Blueberries,2007,"$4,949.00"
Value of Agricultural Production,Gross Production Value,183,Romania,152,Blueberries,2008,"$4,647.00"
Value of Agricultural Production,Gross Production Value,183,Romania,152,Blueberries,2009,"$4,251.00"
Value of Agricultural Production,Gross Production Value,183,Romania,152,Blueberries,2010,"$4,214.00"
Value of Agricultural Production,Gross Production Value,183,Romania,152,Blueberries,2011,"$3,640.00"
Value of Agricultural Production,Gross Production Value,183,Romania,152,Blueberries,2012,"$3,101.00"
Value of Agricultural Production,Gross Production Value,183,Romania,152,Blueberries,2013,"$2,722.00"
Value of Agricultural Production,Gross Production Value,183,Romania,152,Blueberries,2014,"$3,153.00"
Value of Agricultural Production,Gross Production Value,183,Romania,152,Blueberries,2015,$792.00
Value of Agricultural Production,Gross Production Value,183,Romania,152,Blueberries,2016,$737.00
Value of Agricultural Production,Gross Production Value,183,Romania,152,Blueberries,2017,$839.00
Value of Agricultural Production,Gross Production Value,183,Romania,152,Blueberries,2018,"$1,608.00"
Value of Agricultural Production,Gross Production Value,183,Romania,152,Blueberries,2019,"$1,509.00"
Value of Agricultural Production,Gross Production Value,183,Romania,152,Blueberries,2020,"$2,895.00"
Value of Agricultural Production,Gross Production Value,185,Russia,152,Blueberries,2002,"$4,949.00"
Value of Agricultural Production,Gross Production Value,185,Russia,152,Blueberries,2003,"$6,186.00"
Value of Agricultural Production,Gross Production Value,185,Russia,152,Blueberries,2004,"$6,929.00"
Value of Agricultural Production,Gross Production Value,185,Russia,152,Blueberries,2005,"$6,186.00"
Value of Agricultural Production,Gross Production Value,185,Russia,152,Blueberries,2006,"$6,186.00"
Value of Agricultural Production,Gross Production Value,185,Russia,152,Blueberries,2007,"$6,434.00"
Value of Agricultural Production,Gross Production Value,185,Russia,152,Blueberries,2008,"$4,949.00"
Value of Agricultural Production,Gross Production Value,185,Russia,152,Blueberries,2009,"$4,949.00"
Value of Agricultural Production,Gross Production Value,185,Russia,152,Blueberries,2010,"$4,702.00"
Value of Agricultural Production,Gross Production Value,185,Russia,152,Blueberries,2011,"$6,186.00"
Value of Agricultural Production,Gross Production Value,185,Russia,152,Blueberries,2012,"$5,939.00"
Value of Agricultural Production,Gross Production Value,185,Russia,152,Blueberries,2013,"$6,186.00"
Value of Agricultural Production,Gross Production Value,185,Russia,152,Blueberries,2014,"$6,186.00"
Value of Agricultural Production,Gross Production Value,185,Russia,152,Blueberries,2015,"$5,939.00"
Value of Agricultural Production,Gross Production Value,185,Russia,152,Blueberries,2016,"$7,424.00"
Value of Agricultural Production,Gross Production Value,185,Russia,152,Blueberries,2017,"$6,681.00"
Value of Agricultural Production,Gross Production Value,185,Russia,152,Blueberries,2018,"$8,166.00"
Value of Agricultural Production,Gross Production Value,185,Russia,152,Blueberries,2019,"$8,661.00"
Value of Agricultural Production,Gross Production Value,185,Russia,152,Blueberries,2020,"$8,908.00"
Value of Agricultural Production,Gross Production Value,199,Slovakia,152,Blueberries,2018,$124.00
Value of Agricultural Production,Gross Production Value,199,Slovakia,152,Blueberries,2019,$322.00
Value of Agricultural Production,Gross Production Value,199,Slovakia,152,Blueberries,2020,$272.00
Value of Agricultural Production,Gross Production Value,198,Slovenia,152,Blueberries,2018,$767.00
Value of Agricultural Production,Gross Production Value,198,Slovenia,152,Blueberries,2019,$718.00
Value of Agricultural Production,Gross Production Value,198,Slovenia,152,Blueberries,2020,"$1,039.00"
Value of Agricultural Production,Gross Production Value,203,Spain,152,Blueberries,1995,"$10,579.00"
Value of Agricultural Production,Gross Production Value,203,Spain,152,Blueberries,1996,"$10,980.00"
Value of Agricultural Production,Gross Production Value,203,Spain,152,Blueberries,1997,"$11,378.00"
Value of Agricultural Production,Gross Production Value,203,Spain,152,Blueberries,1998,"$11,776.00"
Value of Agricultural Production,Gross Production Value,203,Spain,152,Blueberries,1999,"$12,177.00"
Value of Agricultural Production,Gross Production Value,203,Spain,152,Blueberries,2000,"$12,576.00"
Value of Agricultural Production,Gross Production Value,203,Spain,152,Blueberries,2001,"$12,977.00"
