Domain,Element,Area Code,Area,Element Code,Item,Year,Value (in thousands)
Value of Agricultural Production,Gross Production Value,10,Australia,152,Blueberries,1991,"$2,677.00"
Value of Agricultural Production,Gross Production Value,10,Australia,152,Blueberries,1992,"$2,752.00"
Value of Agricultural Production,Gross Production Value,10,Australia,152,Blueberries,2001,"$5,098.00"
Value of Agricultural Production,Gross Production Value,10,Australia,152,Blueberries,2002,"$3,742.00"
Value of Agricultural Production,Gross Production Value,10,Australia,152,Blueberries,2003,"$3,972.00"
Value of Agricultural Production,Gross Production Value,10,Australia,152,Blueberries,2004,"$3,917.00"
Value of Agricultural Production,Gross Production Value,10,Australia,152,Blueberries,2005,"$4,365.00"
Value of Agricultural Production,Gross Production Value,10,Australia,152,Blueberries,2006,"$5,731.00"
Value of Agricultural Production,Gross Production Value,10,Australia,152,Blueberries,2007,"$8,015.00"
Value of Agricultural Production,Gross Production Value,10,Australia,152,Blueberries,2008,"$7,379.00"
Value of Agricultural Production,Gross Production Value,10,Australia,152,Blueberries,2009,"$6,191.00"
Value of Agricultural Production,Gross Production Value,10,Australia,152,Blueberries,2010,"$6,981.00"
Value of Agricultural Production,Gross Production Value,10,Australia,152,Blueberries,2011,"$7,184.00"
Value of Agricultural Production,Gross Production Value,10,Australia,152,Blueberries,2012,"$9,101.00"
Value of Agricultural Production,Gross Production Value,10,Australia,152,Blueberries,2013,"$10,529.00"
Value of Agricultural Production,Gross Production Value,10,Australia,152,Blueberries,2014,"$12,422.00"
Value of Agricultural Production,Gross Production Value,10,Australia,152,Blueberries,2015,"$14,407.00"
Value of Agricultural Production,Gross Production Value,10,Australia,152,Blueberries,2016,"$16,852.00"
Value of Agricultural Production,Gross Production Value,10,Australia,152,Blueberries,2017,"$18,943.00"
Value of Agricultural Production,Gross Production Value,10,Australia,152,Blueberries,2018,"$16,211.00"
Value of Agricultural Production,Gross Production Value,10,Australia,152,Blueberries,2019,"$17,020.00"
Value of Agricultural Production,Gross Production Value,10,Australia,152,Blueberries,2020,"$17,468.00"
Value of Agricultural Production,Gross Production Value,11,Austria,152,Blueberries,2018,"$3,514.00"
Value of Agricultural Production,Gross Production Value,11,Austria,152,Blueberries,2019,"$3,341.00"
Value of Agricultural Production,Gross Production Value,11,Austria,152,Blueberries,2020,"$3,885.00"
Value of Agricultural Production,Gross Production Value,255,Belgium,152,Blueberries,2018,"$1,485.00"
Value of Agricultural Production,Gross Production Value,255,Belgium,152,Blueberries,2019,"$1,732.00"
Value of Agricultural Production,Gross Production Value,255,Belgium,152,Blueberries,2020,"$1,732.00"
Value of Agricultural Production,Gross Production Value,27,Bulgaria,152,Blueberries,2006,$247.00
Value of Agricultural Production,Gross Production Value,27,Bulgaria,152,Blueberries,2007,$247.00
Value of Agricultural Production,Gross Production Value,27,Bulgaria,152,Blueberries,2008,$247.00
Value of Agricultural Production,Gross Production Value,27,Bulgaria,152,Blueberries,2009,$247.00
Value of Agricultural Production,Gross Production Value,27,Bulgaria,152,Blueberries,2010,$247.00
Value of Agricultural Production,Gross Production Value,27,Bulgaria,152,Blueberries,2011,$247.00
Value of Agricultural Production,Gross Production Value,27,Bulgaria,152,Blueberries,2012,$247.00
Value of Agricultural Production,Gross Production Value,27,Bulgaria,152,Blueberries,2013,$247.00
Value of Agricultural Production,Gross Production Value,27,Bulgaria,152,Blueberries,2014,$243.00
Value of Agricultural Production,Gross Production Value,27,Bulgaria,152,Blueberries,2015,$240.00
Value of Agricultural Production,Gross Production Value,27,Bulgaria,152,Blueberries,2016,$245.00
Value of Agricultural Production,Gross Production Value,27,Bulgaria,152,Blueberries,2017,$245.00
Value of Agricultural Production,Gross Production Value,27,Bulgaria,152,Blueberries,2018,$247.00
Value of Agricultural Production,Gross Production Value,27,Bulgaria,152,Blueberries,2020,$198.00
Value of Agricultural Production,Gross Production Value,33,Canada,152,Blueberries,1961,"$20,277.00"
Value of Agricultural Production,Gross Production Value,33,Canada,152,Blueberries,1962,"$20,455.00"
Value of Agricultural Production,Gross Production Value,33,Canada,152,Blueberries,1963,"$26,886.00"
Value of Agricultural Production,Gross Production Value,33,Canada,152,Blueberries,1964,"$23,417.00"
Value of Agricultural Production,Gross Production Value,33,Canada,152,Blueberries,1965,"$20,366.00"
Value of Agricultural Production,Gross Production Value,33,Canada,152,Blueberries,1966,"$42,102.00"
Value of Agricultural Production,Gross Production Value,33,Canada,152,Blueberries,1967,"$34,941.00"
Value of Agricultural Production,Gross Production Value,33,Canada,152,Blueberries,1968,"$17,715.00"
Value of Agricultural Production,Gross Production Value,33,Canada,152,Blueberries,1969,"$32,214.00"
Value of Agricultural Production,Gross Production Value,33,Canada,152,Blueberries,1970,"$32,068.00"
Value of Agricultural Production,Gross Production Value,33,Canada,152,Blueberries,1971,"$25,221.00"
Value of Agricultural Production,Gross Production Value,33,Canada,152,Blueberries,1972,"$29,432.00"
Value of Agricultural Production,Gross Production Value,33,Canada,152,Blueberries,1973,"$40,422.00"
Value of Agricultural Production,Gross Production Value,33,Canada,152,Blueberries,1974,"$21,883.00"
Value of Agricultural Production,Gross Production Value,33,Canada,152,Blueberries,1975,"$35,606.00"
Value of Agricultural Production,Gross Production Value,33,Canada,152,Blueberries,1976,"$27,990.00"
Value of Agricultural Production,Gross Production Value,33,Canada,152,Blueberries,1977,"$39,249.00"
Value of Agricultural Production,Gross Production Value,33,Canada,152,Blueberries,1978,"$36,040.00"
Value of Agricultural Production,Gross Production Value,33,Canada,152,Blueberries,1979,"$38,618.00"
Value of Agricultural Production,Gross Production Value,33,Canada,152,Blueberries,1980,"$33,770.00"
Value of Agricultural Production,Gross Production Value,33,Canada,152,Blueberries,1981,"$44,624.00"
Value of Agricultural Production,Gross Production Value,33,Canada,152,Blueberries,1982,"$57,496.00"
Value of Agricultural Production,Gross Production Value,33,Canada,152,Blueberries,1983,"$55,789.00"
Value of Agricultural Production,Gross Production Value,33,Canada,152,Blueberries,1984,"$42,206.00"
Value of Agricultural Production,Gross Production Value,33,Canada,152,Blueberries,1985,"$55,507.00"
Value of Agricultural Production,Gross Production Value,33,Canada,152,Blueberries,1986,"$41,152.00"
Value of Agricultural Production,Gross Production Value,33,Canada,152,Blueberries,1987,"$73,700.00"
Value of Agricultural Production,Gross Production Value,33,Canada,152,Blueberries,1988,"$78,770.00"
Value of Agricultural Production,Gross Production Value,33,Canada,152,Blueberries,1989,"$68,112.00"
Value of Agricultural Production,Gross Production Value,33,Canada,152,Blueberries,1990,"$89,366.00"
Value of Agricultural Production,Gross Production Value,33,Canada,152,Blueberries,1991,"$88,743.00"
Value of Agricultural Production,Gross Production Value,33,Canada,152,Blueberries,1992,"$96,399.00"
Value of Agricultural Production,Gross Production Value,33,Canada,152,Blueberries,1993,"$98,163.00"
Value of Agricultural Production,Gross Production Value,33,Canada,152,Blueberries,1994,"$100,574.00"
Value of Agricultural Production,Gross Production Value,33,Canada,152,Blueberries,1995,"$106,364.00"
Value of Agricultural Production,Gross Production Value,33,Canada,152,Blueberries,1996,"$121,464.00"
Value of Agricultural Production,Gross Production Value,33,Canada,152,Blueberries,1997,"$108,646.00"
Value of Agricultural Production,Gross Production Value,33,Canada,152,Blueberries,1998,"$85,667.00"
Value of Agricultural Production,Gross Production Value,33,Canada,152,Blueberries,1999,"$164,556.00"
Value of Agricultural Production,Gross Production Value,33,Canada,152,Blueberries,2000,"$149,998.00"
Value of Agricultural Production,Gross Production Value,33,Canada,152,Blueberries,2001,"$167,446.00"
Value of Agricultural Production,Gross Production Value,33,Canada,152,Blueberries,2002,"$156,687.00"
Value of Agricultural Production,Gross Production Value,33,Canada,152,Blueberries,2003,"$187,369.00"
Value of Agricultural Production,Gross Production Value,33,Canada,152,Blueberries,2004,"$195,159.00"
Value of Agricultural Production,Gross Production Value,33,Canada,152,Blueberries,2005,"$175,360.00"
Value of Agricultural Production,Gross Production Value,33,Canada,152,Blueberries,2006,"$199,578.00"
Value of Agricultural Production,Gross Production Value,33,Canada,152,Blueberries,2007,"$191,927.00"
Value of Agricultural Production,Gross Production Value,33,Canada,152,Blueberries,2008,"$236,360.00"
Value of Agricultural Production,Gross Production Value,33,Canada,152,Blueberries,2009,"$254,269.00"
Value of Agricultural Production,Gross Production Value,33,Canada,152,Blueberries,2010,"$206,750.00"
Value of Agricultural Production,Gross Production Value,33,Canada,152,Blueberries,2011,"$260,438.00"
Value of Agricultural Production,Gross Production Value,33,Canada,152,Blueberries,2012,"$314,700.00"
Value of Agricultural Production,Gross Production Value,33,Canada,152,Blueberries,2013,"$272,976.00"
Value of Agricultural Production,Gross Production Value,33,Canada,152,Blueberries,2014,"$412,606.00"
Value of Agricultural Production,Gross Production Value,33,Canada,152,Blueberries,2015,"$434,407.00"
Value of Agricultural Production,Gross Production Value,33,Canada,152,Blueberries,2016,"$522,605.00"
Value of Agricultural Production,Gross Production Value,33,Canada,152,Blueberries,2017,"$429,685.00"
Value of Agricultural Production,Gross Production Value,33,Canada,152,Blueberries,2018,"$380,513.00"
Value of Agricultural Production,Gross Production Value,33,Canada,152,Blueberries,2019,"$435,906.00"
Value of Agricultural Production,Gross Production Value,33,Canada,152,Blueberries,2020,"$362,202.00"
Value of Agricultural Production,Gross Production Value,33,Canada,56,Blueberries,1991,"$46,370.00"
Value of Agricultural Production,Gross Production Value,33,Canada,56,Blueberries,1992,"$53,097.00"
Value of Agricultural Production,Gross Production Value,33,Canada,56,Blueberries,1993,"$39,867.00"
Value of Agricultural Production,Gross Production Value,33,Canada,56,Blueberries,1994,"$45,927.00"
Value of Agricultural Production,Gross Production Value,33,Canada,56,Blueberries,1995,"$44,702.00"
Value of Agricultural Production,Gross Production Value,33,Canada,56,Blueberries,1996,"$79,125.00"
Value of Agricultural Production,Gross Production Value,33,Canada,56,Blueberries,1997,"$69,765.00"
Value of Agricultural Production,Gross Production Value,33,Canada,56,Blueberries,1998,"$55,460.00"
Value of Agricultural Production,Gross Production Value,33,Canada,56,Blueberries,1999,"$118,169.00"
Value of Agricultural Production,Gross Production Value,33,Canada,56,Blueberries,2000,"$106,624.00"
Value of Agricultural Production,Gross Production Value,33,Canada,56,Blueberries,2001,"$83,839.00"
Value of Agricultural Production,Gross Production Value,33,Canada,56,Blueberries,2002,"$91,116.00"
Value of Agricultural Production,Gross Production Value,33,Canada,56,Blueberries,2003,"$111,230.00"
Value of Agricultural Production,Gross Production Value,33,Canada,56,Blueberries,2004,"$127,077.00"
Value of Agricultural Production,Gross Production Value,33,Canada,56,Blueberries,2005,"$131,242.00"
Value of Agricultural Production,Gross Production Value,33,Canada,56,Blueberries,2006,"$224,946.00"
Value of Agricultural Production,Gross Production Value,33,Canada,56,Blueberries,2007,"$198,312.00"
Value of Agricultural Production,Gross Production Value,33,Canada,56,Blueberries,2008,"$164,277.00"
Value of Agricultural Production,Gross Production Value,33,Canada,56,Blueberries,2009,"$111,336.00"
Value of Agricultural Production,Gross Production Value,33,Canada,56,Blueberries,2010,"$148,172.00"
Value of Agricultural Production,Gross Production Value,33,Canada,56,Blueberries,2011,"$203,263.00"
Value of Agricultural Production,Gross Production Value,33,Canada,56,Blueberries,2012,"$253,479.00"
Value of Agricultural Production,Gross Production Value,33,Canada,56,Blueberries,2013,"$189,465.00"
Value of Agricultural Production,Gross Production Value,33,Canada,56,Blueberries,2014,"$268,647.00"
Value of Agricultural Production,Gross Production Value,33,Canada,56,Blueberries,2015,"$284,052.00"
Value of Agricultural Production,Gross Production Value,33,Canada,56,Blueberries,2016,"$256,420.00"
Value of Agricultural Production,Gross Production Value,33,Canada,56,Blueberries,2017,"$236,312.00"
Value of Agricultural Production,Gross Production Value,33,Canada,56,Blueberries,2018,"$257,786.00"
Value of Agricultural Production,Gross Production Value,33,Canada,56,Blueberries,2019,"$304,287.00"
Value of Agricultural Production,Gross Production Value,33,Canada,56,Blueberries,2020,"$272,436.00"
Value of Agricultural Production,Gross Production Value,33,Canada,55,Blueberries,1961,"$12,136.00"
Value of Agricultural Production,Gross Production Value,33,Canada,55,Blueberries,1962,"$12,243.00"
Value of Agricultural Production,Gross Production Value,33,Canada,55,Blueberries,1963,"$16,093.00"
Value of Agricultural Production,Gross Production Value,33,Canada,55,Blueberries,1964,"$14,016.00"
Value of Agricultural Production,Gross Production Value,33,Canada,55,Blueberries,1965,"$12,190.00"
Value of Agricultural Production,Gross Production Value,33,Canada,55,Blueberries,1966,"$25,200.00"
Value of Agricultural Production,Gross Production Value,33,Canada,55,Blueberries,1967,"$20,914.00"
Value of Agricultural Production,Gross Production Value,33,Canada,55,Blueberries,1968,"$10,603.00"
Value of Agricultural Production,Gross Production Value,33,Canada,55,Blueberries,1969,"$19,281.00"
Value of Agricultural Production,Gross Production Value,33,Canada,55,Blueberries,1970,"$19,194.00"
Value of Agricultural Production,Gross Production Value,33,Canada,55,Blueberries,1971,"$15,096.00"
Value of Agricultural Production,Gross Production Value,33,Canada,55,Blueberries,1972,"$17,617.00"
Value of Agricultural Production,Gross Production Value,33,Canada,55,Blueberries,1973,"$24,194.00"
Value of Agricultural Production,Gross Production Value,33,Canada,55,Blueberries,1974,"$13,098.00"
Value of Agricultural Production,Gross Production Value,33,Canada,55,Blueberries,1975,"$21,312.00"
Value of Agricultural Production,Gross Production Value,33,Canada,55,Blueberries,1976,"$16,753.00"
Value of Agricultural Production,Gross Production Value,33,Canada,55,Blueberries,1977,"$23,492.00"
Value of Agricultural Production,Gross Production Value,33,Canada,55,Blueberries,1978,"$21,571.00"
Value of Agricultural Production,Gross Production Value,33,Canada,55,Blueberries,1979,"$23,115.00"
Value of Agricultural Production,Gross Production Value,33,Canada,55,Blueberries,1980,"$20,213.00"
Value of Agricultural Production,Gross Production Value,33,Canada,55,Blueberries,1981,"$26,709.00"
Value of Agricultural Production,Gross Production Value,33,Canada,55,Blueberries,1982,"$34,414.00"
Value of Agricultural Production,Gross Production Value,33,Canada,55,Blueberries,1983,"$33,392.00"
Value of Agricultural Production,Gross Production Value,33,Canada,55,Blueberries,1984,"$25,262.00"
Value of Agricultural Production,Gross Production Value,33,Canada,55,Blueberries,1985,"$33,223.00"
Value of Agricultural Production,Gross Production Value,33,Canada,55,Blueberries,1986,"$24,631.00"
Value of Agricultural Production,Gross Production Value,33,Canada,55,Blueberries,1987,"$44,113.00"
Value of Agricultural Production,Gross Production Value,33,Canada,55,Blueberries,1988,"$47,148.00"
Value of Agricultural Production,Gross Production Value,33,Canada,55,Blueberries,1989,"$40,768.00"
Value of Agricultural Production,Gross Production Value,33,Canada,55,Blueberries,1990,"$53,490.00"
Value of Agricultural Production,Gross Production Value,33,Canada,55,Blueberries,1991,"$53,117.00"
Value of Agricultural Production,Gross Production Value,33,Canada,55,Blueberries,1992,"$57,699.00"
Value of Agricultural Production,Gross Production Value,33,Canada,55,Blueberries,1993,"$58,755.00"
Value of Agricultural Production,Gross Production Value,33,Canada,55,Blueberries,1994,"$60,198.00"
Value of Agricultural Production,Gross Production Value,33,Canada,55,Blueberries,1995,"$63,664.00"
Value of Agricultural Production,Gross Production Value,33,Canada,55,Blueberries,1996,"$72,702.00"
Value of Agricultural Production,Gross Production Value,33,Canada,55,Blueberries,1997,"$65,029.00"
Value of Agricultural Production,Gross Production Value,33,Canada,55,Blueberries,1998,"$51,276.00"
Value of Agricultural Production,Gross Production Value,33,Canada,55,Blueberries,1999,"$98,494.00"
Value of Agricultural Production,Gross Production Value,33,Canada,55,Blueberries,2000,"$89,781.00"
Value of Agricultural Production,Gross Production Value,33,Canada,55,Blueberries,2001,"$100,224.00"
Value of Agricultural Production,Gross Production Value,33,Canada,55,Blueberries,2002,"$93,784.00"
Value of Agricultural Production,Gross Production Value,33,Canada,55,Blueberries,2003,"$112,149.00"
Value of Agricultural Production,Gross Production Value,33,Canada,55,Blueberries,2004,"$116,812.00"
Value of Agricultural Production,Gross Production Value,33,Canada,55,Blueberries,2005,"$104,961.00"
Value of Agricultural Production,Gross Production Value,33,Canada,55,Blueberries,2006,"$119,457.00"
Value of Agricultural Production,Gross Production Value,33,Canada,55,Blueberries,2007,"$114,877.00"
Value of Agricultural Production,Gross Production Value,33,Canada,55,Blueberries,2008,"$141,473.00"
Value of Agricultural Production,Gross Production Value,33,Canada,55,Blueberries,2009,"$152,192.00"
Value of Agricultural Production,Gross Production Value,33,Canada,55,Blueberries,2010,"$123,749.00"
Value of Agricultural Production,Gross Production Value,33,Canada,55,Blueberries,2011,"$155,884.00"
Value of Agricultural Production,Gross Production Value,33,Canada,55,Blueberries,2012,"$188,362.00"
Value of Agricultural Production,Gross Production Value,33,Canada,55,Blueberries,2013,"$163,389.00"
Value of Agricultural Production,Gross Production Value,33,Canada,55,Blueberries,2014,"$246,964.00"
Value of Agricultural Production,Gross Production Value,33,Canada,55,Blueberries,2015,"$260,013.00"
Value of Agricultural Production,Gross Production Value,33,Canada,55,Blueberries,2016,"$312,803.00"
Value of Agricultural Production,Gross Production Value,33,Canada,55,Blueberries,2017,"$257,187.00"
Value of Agricultural Production,Gross Production Value,33,Canada,55,Blueberries,2018,"$227,755.00"
Value of Agricultural Production,Gross Production Value,33,Canada,55,Blueberries,2019,"$260,910.00"
Value of Agricultural Production,Gross Production Value,33,Canada,55,Blueberries,2020,"$216,794.00"
Value of Agricultural Production,Gross Production Value,33,Canada,57,Blueberries,1991,"$40,473.00"
Value of Agricultural Production,Gross Production Value,33,Canada,57,Blueberries,1992,"$43,929.00"
Value of Agricultural Production,Gross Production Value,33,Canada,57,Blueberries,1993,"$30,903.00"
Value of Agricultural Production,Gross Production Value,33,Canada,57,Blueberries,1994,"$33,631.00"
Value of Agricultural Production,Gross Production Value,33,Canada,57,Blueberries,1995,"$32,572.00"
Value of Agricultural Production,Gross Production Value,33,Canada,57,Blueberries,1996,"$58,031.00"
Value of Agricultural Production,Gross Production Value,33,Canada,57,Blueberries,1997,"$50,386.00"
Value of Agricultural Production,Gross Production Value,33,Canada,57,Blueberries,1998,"$37,384.00"
Value of Agricultural Production,Gross Production Value,33,Canada,57,Blueberries,1999,"$79,537.00"
Value of Agricultural Production,Gross Production Value,33,Canada,57,Blueberries,2000,"$71,796.00"
Value of Agricultural Production,Gross Production Value,33,Canada,57,Blueberries,2001,"$54,132.00"
Value of Agricultural Production,Gross Production Value,33,Canada,57,Blueberries,2002,"$58,062.00"
Value of Agricultural Production,Gross Production Value,33,Canada,57,Blueberries,2003,"$79,387.00"
Value of Agricultural Production,Gross Production Value,33,Canada,57,Blueberries,2004,"$97,676.00"
Value of Agricultural Production,Gross Production Value,33,Canada,57,Blueberries,2005,"$108,303.00"
Value of Agricultural Production,Gross Production Value,33,Canada,57,Blueberries,2006,"$198,296.00"
Value of Agricultural Production,Gross Production Value,33,Canada,57,Blueberries,2007,"$184,631.00"
Value of Agricultural Production,Gross Production Value,33,Canada,57,Blueberries,2008,"$153,962.00"
Value of Agricultural Production,Gross Production Value,33,Canada,57,Blueberries,2009,"$97,398.00"
Value of Agricultural Production,Gross Production Value,33,Canada,57,Blueberries,2010,"$143,828.00"
Value of Agricultural Production,Gross Production Value,33,Canada,57,Blueberries,2011,"$205,420.00"
Value of Agricultural Production,Gross Production Value,33,Canada,57,Blueberries,2012,"$253,682.00"
Value of Agricultural Production,Gross Production Value,33,Canada,57,Blueberries,2013,"$183,982.00"
Value of Agricultural Production,Gross Production Value,33,Canada,57,Blueberries,2014,"$242,877.00"
Value of Agricultural Production,Gross Production Value,33,Canada,57,Blueberries,2015,"$222,072.00"
Value of Agricultural Production,Gross Production Value,33,Canada,57,Blueberries,2016,"$193,466.00"
Value of Agricultural Production,Gross Production Value,33,Canada,57,Blueberries,2017,"$182,100.00"
Value of Agricultural Production,Gross Production Value,33,Canada,57,Blueberries,2018,"$198,937.00"
Value of Agricultural Production,Gross Production Value,33,Canada,57,Blueberries,2019,"$229,340.00"
Value of Agricultural Production,Gross Production Value,33,Canada,57,Blueberries,2020,"$203,135.00"
Value of Agricultural Production,Gross Production Value,33,Canada,58,Blueberries,1961,"$9,936.00"
Value of Agricultural Production,Gross Production Value,33,Canada,58,Blueberries,1962,"$10,023.00"
Value of Agricultural Production,Gross Production Value,33,Canada,58,Blueberries,1963,"$13,175.00"
Value of Agricultural Production,Gross Production Value,33,Canada,58,Blueberries,1964,"$11,475.00"
Value of Agricultural Production,Gross Production Value,33,Canada,58,Blueberries,1965,"$9,979.00"
Value of Agricultural Production,Gross Production Value,33,Canada,58,Blueberries,1966,"$20,631.00"
Value of Agricultural Production,Gross Production Value,33,Canada,58,Blueberries,1967,"$17,122.00"
Value of Agricultural Production,Gross Production Value,33,Canada,58,Blueberries,1968,"$8,681.00"
Value of Agricultural Production,Gross Production Value,33,Canada,58,Blueberries,1969,"$15,785.00"
Value of Agricultural Production,Gross Production Value,33,Canada,58,Blueberries,1970,"$15,714.00"
Value of Agricultural Production,Gross Production Value,33,Canada,58,Blueberries,1971,"$12,359.00"
Value of Agricultural Production,Gross Production Value,33,Canada,58,Blueberries,1972,"$14,422.00"
Value of Agricultural Production,Gross Production Value,33,Canada,58,Blueberries,1973,"$19,807.00"
Value of Agricultural Production,Gross Production Value,33,Canada,58,Blueberries,1974,"$10,723.00"
Value of Agricultural Production,Gross Production Value,33,Canada,58,Blueberries,1975,"$17,448.00"
Value of Agricultural Production,Gross Production Value,33,Canada,58,Blueberries,1976,"$13,715.00"
Value of Agricultural Production,Gross Production Value,33,Canada,58,Blueberries,1977,"$19,233.00"
Value of Agricultural Production,Gross Production Value,33,Canada,58,Blueberries,1978,"$17,660.00"
Value of Agricultural Production,Gross Production Value,33,Canada,58,Blueberries,1979,"$18,923.00"
Value of Agricultural Production,Gross Production Value,33,Canada,58,Blueberries,1980,"$16,548.00"
Value of Agricultural Production,Gross Production Value,33,Canada,58,Blueberries,1981,"$21,866.00"
Value of Agricultural Production,Gross Production Value,33,Canada,58,Blueberries,1982,"$28,174.00"
Value of Agricultural Production,Gross Production Value,33,Canada,58,Blueberries,1983,"$27,337.00"
Value of Agricultural Production,Gross Production Value,33,Canada,58,Blueberries,1984,"$20,682.00"
Value of Agricultural Production,Gross Production Value,33,Canada,58,Blueberries,1985,"$27,199.00"
Value of Agricultural Production,Gross Production Value,33,Canada,58,Blueberries,1986,"$20,165.00"
Value of Agricultural Production,Gross Production Value,33,Canada,58,Blueberries,1987,"$36,114.00"
Value of Agricultural Production,Gross Production Value,33,Canada,58,Blueberries,1988,"$38,599.00"
Value of Agricultural Production,Gross Production Value,33,Canada,58,Blueberries,1989,"$33,376.00"
Value of Agricultural Production,Gross Production Value,33,Canada,58,Blueberries,1990,"$43,791.00"
Value of Agricultural Production,Gross Production Value,33,Canada,58,Blueberries,1991,"$43,485.00"
Value of Agricultural Production,Gross Production Value,33,Canada,58,Blueberries,1992,"$47,237.00"
Value of Agricultural Production,Gross Production Value,33,Canada,58,Blueberries,1993,"$48,102.00"
Value of Agricultural Production,Gross Production Value,33,Canada,58,Blueberries,1994,"$49,283.00"
Value of Agricultural Production,Gross Production Value,33,Canada,58,Blueberries,1995,"$52,120.00"
Value of Agricultural Production,Gross Production Value,33,Canada,58,Blueberries,1996,"$59,519.00"
Value of Agricultural Production,Gross Production Value,33,Canada,58,Blueberries,1997,"$53,238.00"
Value of Agricultural Production,Gross Production Value,33,Canada,58,Blueberries,1998,"$41,978.00"
Value of Agricultural Production,Gross Production Value,33,Canada,58,Blueberries,1999,"$80,635.00"
Value of Agricultural Production,Gross Production Value,33,Canada,58,Blueberries,2000,"$73,501.00"
Value of Agricultural Production,Gross Production Value,33,Canada,58,Blueberries,2001,"$82,051.00"
Value of Agricultural Production,Gross Production Value,33,Canada,58,Blueberries,2002,"$76,779.00"
Value of Agricultural Production,Gross Production Value,33,Canada,58,Blueberries,2003,"$91,814.00"
Value of Agricultural Production,Gross Production Value,33,Canada,58,Blueberries,2004,"$95,631.00"
Value of Agricultural Production,Gross Production Value,33,Canada,58,Blueberries,2005,"$85,929.00"
Value of Agricultural Production,Gross Production Value,33,Canada,58,Blueberries,2006,"$97,796.00"
Value of Agricultural Production,Gross Production Value,33,Canada,58,Blueberries,2007,"$94,047.00"
Value of Agricultural Production,Gross Production Value,33,Canada,58,Blueberries,2008,"$115,820.00"
Value of Agricultural Production,Gross Production Value,33,Canada,58,Blueberries,2009,"$124,595.00"
Value of Agricultural Production,Gross Production Value,33,Canada,58,Blueberries,2010,"$101,310.00"
Value of Agricultural Production,Gross Production Value,33,Canada,58,Blueberries,2011,"$127,618.00"
Value of Agricultural Production,Gross Production Value,33,Canada,58,Blueberries,2012,"$154,208.00"
Value of Agricultural Production,Gross Production Value,33,Canada,58,Blueberries,2013,"$133,762.00"
Value of Agricultural Production,Gross Production Value,33,Canada,58,Blueberries,2014,"$202,183.00"
Value of Agricultural Production,Gross Production Value,33,Canada,58,Blueberries,2015,"$212,866.00"
Value of Agricultural Production,Gross Production Value,33,Canada,58,Blueberries,2016,"$256,084.00"
Value of Agricultural Production,Gross Production Value,33,Canada,58,Blueberries,2017,"$210,552.00"
Value of Agricultural Production,Gross Production Value,33,Canada,58,Blueberries,2018,"$186,457.00"
Value of Agricultural Production,Gross Production Value,33,Canada,58,Blueberries,2019,"$213,601.00"
Value of Agricultural Production,Gross Production Value,33,Canada,58,Blueberries,2020,"$177,484.00"
Value of Agricultural Production,Gross Production Value,98,Croatia,152,Blueberries,2018,$767.00
Value of Agricultural Production,Gross Production Value,98,Croatia,152,Blueberries,2019,$891.00
Value of Agricultural Production,Gross Production Value,98,Croatia,152,Blueberries,2020,"$1,782.00"
Value of Agricultural Production,Gross Production Value,54,Denmark,152,Blueberries,2010,$116.00
Value of Agricultural Production,Gross Production Value,54,Denmark,152,Blueberries,2011,$134.00
Value of Agricultural Production,Gross Production Value,54,Denmark,152,Blueberries,2012,$141.00
Value of Agricultural Production,Gross Production Value,54,Denmark,152,Blueberries,2013,$84.00
Value of Agricultural Production,Gross Production Value,54,Denmark,152,Blueberries,2014,$87.00
Value of Agricultural Production,Gross Production Value,54,Denmark,152,Blueberries,2015,$87.00
Value of Agricultural Production,Gross Production Value,54,Denmark,152,Blueberries,2016,$84.00
Value of Agricultural Production,Gross Production Value,54,Denmark,152,Blueberries,2017,$99.00
Value of Agricultural Production,Gross Production Value,54,Denmark,152,Blueberries,2018,$247.00
Value of Agricultural Production,Gross Production Value,54,Denmark,152,Blueberries,2019,$322.00
Value of Agricultural Production,Gross Production Value,54,Denmark,152,Blueberries,2020,$272.00
Value of Agricultural Production,Gross Production Value,67,Finland,152,Blueberries,2018,$322.00
Value of Agricultural Production,Gross Production Value,67,Finland,152,Blueberries,2019,$495.00
Value of Agricultural Production,Gross Production Value,67,Finland,152,Blueberries,2020,$371.00
Value of Agricultural Production,Gross Production Value,68,France,152,Blueberries,1961,"$24,746.00"
Value of Agricultural Production,Gross Production Value,68,France,152,Blueberries,1962,"$24,746.00"
Value of Agricultural Production,Gross Production Value,68,France,152,Blueberries,1963,"$32,169.00"
Value of Agricultural Production,Gross Production Value,68,France,152,Blueberries,1964,"$32,169.00"
Value of Agricultural Production,Gross Production Value,68,France,152,Blueberries,1965,"$32,169.00"
Value of Agricultural Production,Gross Production Value,68,France,152,Blueberries,1966,"$37,118.00"
Value of Agricultural Production,Gross Production Value,68,France,152,Blueberries,1967,"$37,118.00"
Value of Agricultural Production,Gross Production Value,68,France,152,Blueberries,1968,"$37,118.00"
Value of Agricultural Production,Gross Production Value,68,France,152,Blueberries,1969,"$24,746.00"
Value of Agricultural Production,Gross Production Value,68,France,152,Blueberries,1970,"$24,746.00"
Value of Agricultural Production,Gross Production Value,68,France,152,Blueberries,1971,"$24,746.00"
Value of Agricultural Production,Gross Production Value,68,France,152,Blueberries,1972,"$24,746.00"
Value of Agricultural Production,Gross Production Value,68,France,152,Blueberries,1973,"$29,695.00"
